gene,is_lncRNA,hvg_standard,hvg_forced,mean_raw,var_raw,index_of_dispersion,n_detected
IQCC,False,False,False,0.002006,0.002015,1.004537,305.0
DCDC2B,False,False,False,0.000184,0.000184,0.999823,28.0
TMEM234,False,False,False,0.022201,0.022679,1.021502,3315.0
EIF3I,False,False,False,0.383412,0.45567,1.188459,45533.0
FAM167B,False,True,True,0.014866,0.060595,4.075989,1219.0
LCK,False,False,False,0.542223,0.790544,1.457968,53967.0
HDAC1,False,False,False,0.174103,0.191564,1.100291,23332.0
MARCKSL1,False,True,True,0.150466,0.556779,3.700353,14491.0
TSSK3,False,False,False,0.000872,0.000871,0.999135,133.0
FAM229A,False,False,False,0.007866,0.008237,1.047141,1173.0
BSDC1,False,False,False,0.127092,0.142535,1.12151,17449.0
ZBTB8B,False,False,False,0.001042,0.001041,0.998964,159.0
ZBTB8A,False,False,False,0.006371,0.007353,1.15413,902.0
ZBTB8OS,False,False,False,0.183477,0.202633,1.104409,24432.0
RBBP4,False,False,False,0.211027,0.238848,1.13184,27514.0
SYNC,False,False,False,0.043288,0.044574,1.029705,6371.0
KIAA1522,False,False,False,0.002084,0.002565,1.230628,290.0
YARS,False,False,False,0.087042,0.093913,1.078942,12272.0
S100PBP,False,False,False,0.097562,0.111209,1.139881,13339.0
FNDC5,False,False,False,0.000511,0.00055,1.076419,75.0
HPCA,False,False,False,6.6e-05,6.6e-05,0.999941,10.0
TMEM54,False,False,False,0.001016,0.001657,1.631253,119.0
RNF19B,False,True,True,0.031581,0.035749,1.13198,4486.0
RP1-117O3.2,False,False,False,6.6e-05,6.6e-05,0.999941,10.0
AK2,False,False,False,0.116729,0.127003,1.088018,16171.0
ADC,False,False,False,0.009314,0.009765,1.048398,1384.0
TRIM62,False,False,False,0.009118,0.009205,1.00958,1378.0
ZNF362,False,False,False,0.030716,0.031779,1.034592,4540.0
RP11-415J8.7,False,False,False,0.000157,0.000157,0.999849,24.0
RP11-415J8.3,False,True,True,5.2e-05,5.2e-05,0.999954,8.0
PHC2,False,True,True,0.13638,0.205708,1.508348,16230.0
RP11-415J8.5,False,False,False,7.2e-05,7.2e-05,0.999934,11.0
ZSCAN20,False,False,False,0.001776,0.001786,1.00561,270.0
CSMD2,False,False,False,0.000236,0.000236,0.999771,36.0
SMIM12,False,False,False,0.139454,0.144143,1.03362,19577.0
GJA4,False,True,True,0.004025,0.010616,2.637686,355.0
DLGAP3,False,False,False,0.010298,0.011201,1.087736,1495.0
RP11-244H3.4,False,False,False,0.002294,0.002315,1.009141,348.0
ZMYM6NB,False,False,False,0.000511,0.000511,0.999495,78.0
ZMYM6,False,False,False,0.035167,0.037417,1.064001,5112.0
ZMYM1,False,False,False,0.026239,0.02795,1.065199,3829.0
SFPQ,False,False,False,0.514837,0.763973,1.483912,53446.0
ZMYM4,False,False,False,0.051724,0.056902,1.100101,7338.0
ZMYM4-AS1,True,True,True,7.9e-05,7.9e-05,0.999928,12.0
KIAA0319L,False,True,True,0.086334,0.102937,1.192316,11712.0
NCDN,False,False,False,0.011622,0.011867,1.021098,1744.0
RP4-728D4.2,False,False,False,0.030185,0.031896,1.056684,4418.0
TFAP2E,False,False,False,0.001842,0.001878,1.019517,278.0
PSMB2,False,False,False,0.312253,0.357754,1.145718,38840.0
C1orf216,False,False,False,0.022378,0.022821,1.019808,3344.0
CLSPN,False,True,True,0.004169,0.004807,1.153071,589.0
RP11-435D7.3,False,True,True,2.6e-05,2.6e-05,0.99998,4.0
AGO4,False,True,True,0.062042,0.069939,1.127295,8672.0
AGO1,False,False,False,0.04926,0.054778,1.112025,6992.0
RP4-789D17.5,False,False,False,0.000977,0.000976,0.99903,149.0
AGO3,False,False,False,0.103881,0.122194,1.176288,13995.0
RP4-665N4.8,False,False,False,7.2e-05,7.2e-05,0.999934,11.0
TEKT2,False,True,True,0.000111,0.000125,1.117543,16.0
ADPRHL2,False,False,False,0.068406,0.069797,1.020332,9994.0
COL8A2,False,False,False,0.003022,0.003249,1.075076,446.0
TRAPPC3,False,False,False,0.171199,0.182794,1.067723,23374.0
MAP7D1,False,False,False,0.135233,0.144647,1.069611,18710.0
THRAP3,False,False,False,0.424033,0.519457,1.22504,48587.0
SH3D21,False,False,False,0.006253,0.007315,1.169855,880.0
EVA1B,False,False,False,0.050616,0.066159,1.307071,6701.0
RP11-268J15.5,False,False,False,0.000826,0.000865,1.0468,123.0
STK40,False,True,True,0.057938,0.061661,1.064255,8330.0
LSM10,False,False,False,0.239809,0.258981,1.079947,31578.0
OSCP1,False,False,False,0.001599,0.001675,1.047588,239.0
MRPS15,False,False,False,0.192837,0.214606,1.112891,25592.0
CSF3R,False,True,True,0.195478,0.480305,2.457076,17708.0
GRIK3,False,True,True,2.6e-05,2.6e-05,0.99998,4.0
LINC01137,False,False,False,0.014919,0.01509,1.01145,2247.0
ZC3H12A,False,True,True,0.086249,0.116278,1.348173,11110.0
MEAF6,False,False,False,0.277689,0.283407,1.02059,36706.0
SNIP1,False,False,False,0.033213,0.034654,1.043367,4878.0
DNALI1,False,False,False,0.000524,0.000577,1.099483,76.0
GNL2,False,False,False,0.074509,0.079288,1.064145,10651.0
RSPO1,False,False,False,7.2e-05,7.2e-05,0.999934,11.0
C1orf109,False,False,False,0.028815,0.030187,1.047625,4231.0
CDCA8,False,True,True,0.001888,0.002028,1.074508,277.0
EPHA10,False,True,True,4.6e-05,4.6e-05,0.999961,7.0
MANEAL,False,False,False,0.00354,0.003566,1.007578,537.0
YRDC,False,False,False,0.050951,0.05196,1.019814,7508.0
C1orf122,False,False,False,0.133935,0.148313,1.107349,18371.0
MTF1,False,False,False,0.051672,0.058441,1.131007,7263.0
RP11-109P14.10,False,False,False,0.000413,0.000426,1.03134,62.0
INPP5B,False,False,False,0.034518,0.036958,1.070692,5014.0
SF3A3,False,False,False,0.111911,0.117898,1.053503,15762.0
FHL3,False,False,False,0.061727,0.069572,1.127088,8611.0
UTP11L,False,False,False,0.072156,0.076022,1.053578,10356.0
POU3F1,False,True,True,0.003015,0.003609,1.196993,420.0
RP5-884C9.2,False,False,False,2e-05,2e-05,0.999987,3.0
RP11-329N22.1,False,False,False,0.000105,0.000105,0.999902,16.0
RRAGC,False,False,False,0.08307,0.093304,1.123203,11531.0
RP5-864K19.4,False,False,False,0.00449,0.004693,1.045152,669.0
MYCBP,False,False,False,0.057112,0.058872,1.030809,8347.0
RHBDL2,False,False,False,0.000492,0.000504,1.026182,74.0
AKIRIN1,False,False,False,0.197143,0.214795,1.089538,26300.0
NDUFS5,False,False,False,0.772803,1.020321,1.320286,75903.0
MACF1,False,False,False,0.388348,0.633647,1.631647,40258.0
KIAA0754,False,False,False,0.017403,0.018254,1.048894,2570.0
BMP8A,False,False,False,6.6e-05,6.6e-05,0.999941,10.0
RP11-69E11.4,False,False,False,0.013772,0.014447,1.049062,2039.0
PABPC4,False,False,False,0.265274,0.487528,1.837826,27577.0
RP11-69E11.8,False,False,False,2.6e-05,2.6e-05,0.99998,4.0
HEYL,False,False,False,0.000164,0.000216,1.319845,22.0
HPCAL4,False,False,False,0.000669,0.00076,1.136594,96.0
PPIE,False,False,False,0.13303,0.137647,1.034702,18740.0
BMP8B,False,False,False,0.002615,0.002976,1.137743,376.0
OXCT2,False,False,False,0.001678,0.002121,1.263955,230.0
RP1-118J21.25,False,False,False,0.000852,0.000851,0.999154,130.0
TRIT1,False,False,False,0.021998,0.022812,1.037008,3259.0
MYCL,False,False,False,0.017796,0.027194,1.52807,2236.0
RP1-118J21.5,False,False,False,5.2e-05,5.2e-05,0.999954,8.0
MFSD2A,False,False,False,0.007433,0.008479,1.140722,1064.0
CAP1,False,False,False,1.006076,1.860993,1.849753,83323.0
PPT1,False,False,False,0.397676,1.040525,2.616517,33350.0
RLF,False,False,False,0.065784,0.074187,1.127726,9206.0
TMCO2,False,False,False,8.5e-05,8.5e-05,0.999921,13.0
RP1-39G22.7,False,False,False,0.015083,0.015131,1.003177,2280.0
ZMPSTE24,False,False,False,0.065181,0.07011,1.075614,9299.0
COL9A2,False,False,False,0.014185,0.015989,1.127228,2025.0
SMAP2,False,True,True,1.021021,2.451249,2.400781,78772.0
ZFP69B,False,False,False,0.005421,0.005509,1.016351,819.0
ZFP69,False,False,False,0.006856,0.00698,1.018007,1033.0
RP11-656D10.3,False,False,False,0.002242,0.002289,1.021157,338.0
EXO5,False,False,False,0.010947,0.011233,1.026186,1639.0
RP11-656D10.6,False,False,False,2e-05,2e-05,0.999987,3.0
ZNF684,False,False,False,0.012762,0.013609,1.066341,1876.0
RIMS3,False,False,False,0.00491,0.005069,1.03248,736.0
NFYC-AS1,True,False,True,0.008803,0.008988,1.020988,1323.0
NFYC,False,False,False,0.092253,0.096551,1.046592,13156.0
KCNQ4,False,False,False,0.000157,0.00017,1.083183,23.0
CITED4,False,True,True,0.017921,0.054229,3.025991,2009.0
CTPS1,False,False,False,0.026114,0.027714,1.061242,3827.0
SLFNL1,False,False,False,0.000223,0.000223,0.999784,34.0
SCMH1,False,False,False,0.015594,0.016098,1.032332,2326.0
RP11-399E6.1,False,False,False,0.000105,0.000105,0.999902,16.0
FOXO6,False,False,False,0.000262,0.000275,1.049745,39.0
RP11-399E6.4,False,False,False,3.3e-05,3.3e-05,0.999974,5.0
EDN2,False,False,False,3.3e-05,4.6e-05,1.399976,4.0
HIVEP3,False,False,False,0.039303,0.043802,1.114474,5599.0
GUCA2B,False,True,True,0.000111,0.000151,1.352839,14.0
GUCA2A,False,False,False,5.2e-05,6.6e-05,1.249956,7.0
FOXJ3,False,False,False,0.058967,0.061954,1.050644,8527.0
RIMKLA,False,True,True,0.000616,0.000616,0.99939,94.0
ZMYND12,False,False,False,0.001265,0.001263,0.998741,193.0
PPCS,False,False,False,0.241402,0.267424,1.107796,31310.0
CCDC30,False,False,False,0.011687,0.012809,1.096004,1693.0
PPIH,False,False,False,0.105579,0.108473,1.027414,15078.0
RP5-994D16.3,False,False,False,0.000367,0.000367,0.999639,56.0
YBX1,False,False,False,2.652416,12.674771,4.778575,116567.0
CLDN19,False,False,False,0.000144,0.000144,0.999862,22.0
LEPRE1,False,False,False,0.026868,0.027982,1.041448,3967.0
C1orf50,False,False,False,0.050951,0.052406,1.028562,7479.0
CCDC23,False,False,False,0.105553,0.115663,1.095784,14641.0
ERMAP,False,False,False,0.010455,0.010975,1.04974,1549.0
RP11-342M1.3,False,False,False,0.001167,0.001205,1.032548,175.0
ZNF691,False,False,False,0.011464,0.011687,1.019417,1722.0
SLC2A1,False,False,False,0.027498,0.029691,1.07978,4025.0
SLC2A1-AS1,False,False,False,0.003166,0.003274,1.034108,474.0
FAM183A,False,False,False,3.3e-05,3.3e-05,0.999974,5.0
EBNA1BP2,False,False,False,0.079137,0.083782,1.058699,11316.0
WDR65,False,False,False,0.000878,0.000956,1.088681,128.0
TMEM125,False,False,False,0.00057,0.000701,1.229323,80.0
C1orf210,False,False,False,0.000138,0.000138,0.999869,21.0
TIE1,False,False,False,0.008475,0.013451,1.587049,1031.0
RP1-92O14.3,False,False,False,0.003376,0.003535,1.047117,503.0
CDC20,False,False,False,0.00095,0.001186,1.247334,134.0
ELOVL1,False,False,False,0.096146,0.103421,1.075663,13540.0
MED8,False,False,False,0.086163,0.090381,1.048952,12334.0
RP1-92O14.6,False,False,False,7.9e-05,7.9e-05,0.999928,12.0
SZT2,False,False,False,0.034315,0.036638,1.067698,4980.0
SZT2-AS1,True,False,True,4.6e-05,4.6e-05,0.999961,7.0
HYI,False,False,False,0.031725,0.035714,1.12572,4519.0
HYI-AS1,True,False,True,0.000459,0.000459,0.999548,70.0
PTPRF,False,False,False,0.002137,0.002801,1.310755,285.0
KDM4A,False,False,False,0.031404,0.032922,1.048335,4605.0
KDM4A-AS1,True,False,True,0.002556,0.002629,1.02822,385.0
ST3GAL3,False,False,False,0.009341,0.009542,1.021543,1404.0
RP11-184I16.4,False,False,False,8.5e-05,8.5e-05,0.999921,13.0
ARTN,False,False,False,9.2e-05,9.2e-05,0.999915,14.0
RP11-7O11.3,False,False,False,0.001252,0.001277,1.019697,189.0
IPO13,False,False,False,0.014316,0.014426,1.007669,2160.0
DPH2,False,False,False,0.02209,0.02248,1.017679,3305.0
ATP6V0B,False,False,False,0.684935,1.379174,2.013584,59167.0
B4GALT2,False,False,False,0.003985,0.00414,1.038785,595.0
CCDC24,False,False,False,0.002858,0.002902,1.015497,432.0
SLC6A9,False,True,True,0.000243,0.000295,1.215982,33.0
RP5-1198O20.4,False,True,True,7.2e-05,7.2e-05,0.999934,11.0
DMAP1,False,False,False,0.075722,0.077539,1.024008,10997.0
ERI3,False,False,False,0.062559,0.064611,1.032795,9109.0
RNF220,False,False,False,0.064251,0.067962,1.057772,9248.0
TMEM53,False,False,False,0.012959,0.013643,1.052804,1915.0
C1orf228,False,False,False,0.040555,0.061276,1.510934,5220.0
KIF2C,False,False,False,0.000734,0.000747,1.01713,111.0
RP11-269F19.2,False,False,False,0.000773,0.000773,0.999233,118.0
RPS8,False,False,False,11.402802,94.710041,8.305857,148964.0
BEST4,False,False,False,0.001652,0.001688,1.022164,249.0
PLK3,False,False,False,0.131359,0.180296,1.372542,16340.0
TCTEX1D4,False,False,False,0.000964,0.000963,0.999043,147.0
BTBD19,False,False,False,0.006738,0.007073,1.049689,1000.0
PTCH2,False,False,False,0.014847,0.016934,1.140569,2122.0
EIF2B3,False,False,False,0.042711,0.04486,1.050297,6224.0
HECTD3,False,False,False,0.019481,0.019875,1.02023,2915.0
UROD,False,False,False,0.07289,0.079022,1.084132,10346.0
ZSWIM5,False,False,False,0.002491,0.002694,1.081727,370.0
HPDL,False,False,False,0.001324,0.001322,0.998682,202.0
MUTYH,False,False,False,0.029523,0.029845,1.010892,4415.0
TOE1,False,False,False,0.027806,0.028383,1.020763,4141.0
TESK2,False,False,False,0.01153,0.012,1.040779,1713.0
CCDC163P,False,False,False,0.006679,0.006884,1.030619,1000.0
MMACHC,False,False,False,0.001455,0.001506,1.034588,218.0
PRDX1,False,False,False,0.588605,1.582716,2.688927,52437.0
AKR1A1,False,False,False,0.24774,0.346174,1.397328,29260.0
NASP,False,False,False,0.216736,0.259092,1.19543,27553.0
CCDC17,False,True,True,0.002288,0.002296,1.00345,348.0
GPBP1L1,False,False,False,0.126089,0.132819,1.053373,17652.0
TMEM69,False,False,False,0.054982,0.057203,1.040399,8004.0
IPP,False,False,False,0.026049,0.027232,1.045422,3840.0
MAST2,False,False,False,0.010127,0.010234,1.010591,1530.0
PIK3R3,False,False,False,0.022883,0.030068,1.313992,3077.0
RP4-533D7.4,False,False,False,9.8e-05,9.8e-05,0.999908,15.0
RP4-533D7.5,False,False,False,0.000636,0.000635,0.999371,97.0
TSPAN1,False,False,False,0.000288,0.000315,1.090628,42.0
POMGNT1,False,False,False,0.040614,0.041573,1.023628,6000.0
LURAP1,False,False,False,0.000878,0.000878,0.999128,134.0
RAD54L,False,False,False,0.000302,0.000315,1.043184,45.0
LRRC41,False,False,False,0.055946,0.058283,1.041777,8146.0
UQCRH,False,False,False,1.111223,2.12696,1.914072,88195.0
NSUN4,False,False,False,0.031568,0.033561,1.063123,4600.0
FAAH,False,False,False,0.00721,0.007512,1.041887,1073.0
LINC00505,False,False,False,0.000708,0.000734,1.036336,106.0
DMBX1,False,False,False,2.6e-05,2.6e-05,0.99998,4.0
MKNK1-AS1,True,False,True,0.000177,0.00019,1.073904,26.0
MKNK1,False,True,True,0.114113,0.132595,1.161958,15384.0
MOB3C,False,False,False,0.031725,0.036501,1.150514,4496.0
ATPAF1,False,False,False,0.056804,0.058127,1.023286,8340.0
EFCAB14,False,False,False,0.155206,0.17476,1.125991,20802.0
TEX38,False,False,False,0.000131,0.000131,0.999875,20.0
