gene,is_lncRNA,hvg_standard,hvg_forced,mean_raw,var_raw,index_of_dispersion,n_detected
MGMT,False,False,False,0.180245,0.190797,1.058543,24544.0
RP11-109A6.3,False,False,False,0.000544,0.000544,0.999462,83.0
EBF3,False,False,False,5.2e-05,6.6e-05,1.249956,7.0
LINC00959,False,False,False,0.004392,0.004556,1.037406,656.0
GLRX3,False,False,False,0.148048,0.160321,1.082899,20262.0
TCERG1L,False,False,False,0.000249,0.000262,1.052389,37.0
PPP2R2D,False,False,False,0.052301,0.054259,1.037441,7635.0
BNIP3,False,False,False,0.026586,0.027741,1.04344,3921.0
JAKMIP3,False,False,False,0.000138,0.000138,0.999869,21.0
RP11-140A10.3,False,False,False,3.3e-05,3.3e-05,0.999974,5.0
DPYSL4,False,False,False,0.000452,0.000465,1.02854,68.0
STK32C,False,False,False,0.043937,0.047054,1.070944,6336.0
LRRC27,False,False,False,0.014217,0.014697,1.033738,2120.0
PWWP2B,False,False,False,0.036222,0.038581,1.065124,5260.0
RP11-432J24.2,False,False,False,0.002058,0.002238,1.087121,300.0
RP11-432J24.3,False,False,False,0.000138,0.000138,0.999869,21.0
C10orf91,False,False,False,0.005001,0.005147,1.029081,750.0
INPP5A,False,True,True,0.010258,0.010782,1.05109,1520.0
TTC40,False,False,False,0.000505,0.00057,1.129373,73.0
LINC01166,True,False,True,5.9e-05,5.9e-05,0.999948,9.0
GPR123,False,False,False,0.000295,0.000334,1.133046,42.0
GPR123-AS1,False,False,False,2.6e-05,2.6e-05,0.99998,4.0
KNDC1,False,False,False,0.00137,0.001552,1.132609,197.0
UTF1,False,False,False,0.013844,0.018568,1.341279,1819.0
VENTX,False,False,False,0.008856,0.009905,1.118465,1273.0
MIR202HG,True,True,True,0.000131,0.000184,1.399878,17.0
ADAM8,False,False,False,0.114021,0.133127,1.167561,15325.0
TUBGCP2,False,False,False,0.135698,0.15297,1.127279,18356.0
RP11-122K13.12,False,False,False,0.001075,0.001074,0.998932,164.0
ZNF511,False,False,False,0.111708,0.11837,1.059641,15731.0
CALY,False,False,False,0.004824,0.005037,1.044096,718.0
PRAP1,False,False,False,0.000256,0.000256,0.999751,39.0
FUOM,False,False,False,0.135017,0.184434,1.366012,16644.0
ECHS1,False,False,False,0.200893,0.226308,1.12651,26431.0
PAOX,False,False,False,0.023735,0.026017,1.096128,3446.0
RP11-108K14.8,False,False,False,7.2e-05,7.2e-05,0.999934,11.0
MTG1,False,False,False,0.025564,0.025828,1.01034,3832.0
SPRN,False,True,True,0.000131,0.000419,3.19989,13.0
CYP2E1,False,True,True,0.00881,0.03739,4.244194,1058.0
SYCE1,False,False,False,0.001462,0.001827,1.249668,198.0
LINC01001,True,True,True,0.006968,0.007431,1.066416,1026.0
BET1L,False,False,False,0.050046,0.052694,1.052908,7276.0
SCGB1C1,False,False,False,2e-05,2e-05,0.999987,3.0
RP11-304M2.5,False,False,False,0.000636,0.000635,0.999371,97.0
RIC8A,False,False,False,0.094829,0.097701,1.03029,13611.0
SIRT3,False,False,False,0.018386,0.018586,1.010854,2765.0
PSMD13,False,False,False,0.266762,0.285928,1.071845,34738.0
NLRP6,False,True,True,0.0012,0.001211,1.009736,182.0
RP11-326C3.2,False,False,False,0.014172,0.016501,1.164374,2006.0
ATHL1,False,True,True,0.089375,0.097696,1.093103,12526.0
IFITM5,False,False,False,2.6e-05,2.6e-05,0.99998,4.0
IFITM2,False,True,True,1.928814,6.658025,3.451874,101049.0
RP11-326C3.7,False,True,True,0.000498,0.000498,0.999508,76.0
IFITM1,False,True,True,0.34953,0.742338,2.123816,33687.0
RP11-326C3.11,False,False,False,0.009183,0.009466,1.030795,1373.0
IFITM3,False,True,True,1.080716,8.947207,8.27896,39453.0
RP11-326C3.10,False,True,True,0.000249,0.000249,0.999757,38.0
RP11-326C3.14,False,False,False,0.000439,0.000452,1.029418,66.0
RP11-326C3.13,False,True,True,0.000649,0.000688,1.059964,96.0
RP11-326C3.12,False,True,True,0.008967,0.009595,1.069987,1316.0
RP11-326C3.15,False,True,True,0.010396,0.01679,1.615087,1356.0
B4GALNT4,False,False,False,0.000964,0.000989,1.026254,145.0
PKP3,False,False,False,0.001626,0.001662,1.022575,246.0
SIGIRR,False,False,False,0.316173,0.352236,1.114062,39465.0
ANO9,False,False,False,0.019848,0.0207,1.042906,2937.0
PTDSS2,False,False,False,0.015437,0.015775,1.021937,2313.0
RP13-317D12.3,False,False,False,0.001527,0.001564,1.024231,230.0
RNH1,False,False,False,0.538788,1.014815,1.883514,50961.0
HRAS,False,False,False,0.04532,0.04678,1.03221,6654.0
LRRC56,False,False,False,0.001711,0.001734,1.013622,259.0
C11orf35,False,False,False,0.00489,0.004958,1.013883,739.0
RP11-496I9.1,False,False,False,0.004103,0.004165,1.015073,620.0
RASSF7,False,False,False,0.062776,0.063869,1.017423,9207.0
MIR210HG,True,False,True,0.002229,0.002302,1.033072,334.0
PHRF1,False,False,False,0.045038,0.046812,1.039381,6593.0
IRF7,False,True,True,0.17605,0.656378,3.728361,17336.0
CDHR5,False,False,False,0.000551,0.000616,1.118504,79.0
SCT,False,True,True,0.015797,0.073283,4.639005,907.0
DRD4,False,False,False,0.002111,0.003575,1.693553,261.0
DEAF1,False,False,False,0.041833,0.043413,1.037773,6143.0
RP11-754B17.1,False,False,False,0.000197,0.000197,0.99981,30.0
EPS8L2,False,False,False,0.043321,0.045548,1.051405,6315.0
TMEM80,False,False,False,0.071159,0.074827,1.051545,10237.0
TALDO1,False,True,True,0.54493,1.052752,1.931903,51389.0
PDDC1,False,False,False,0.031201,0.032587,1.044436,4588.0
AP006621.5,False,False,False,0.017646,0.018147,1.028424,2632.0
CEND1,False,False,False,0.00038,0.000393,1.034109,57.0
SLC25A22,False,False,False,0.020595,0.020905,1.015057,3087.0
PIDD,False,False,False,0.019481,0.019692,1.010808,2928.0
RPLP2,False,True,True,13.38239,101.519957,7.586086,148970.0
PNPLA2,False,False,False,0.116257,0.126418,1.087404,16136.0
AP006621.8,False,False,False,9.2e-05,9.2e-05,0.999915,14.0
EFCAB4A,False,False,False,0.011831,0.014707,1.243024,1630.0
CD151,False,False,False,0.097405,0.125621,1.289683,12960.0
POLR2L,False,False,False,0.772934,1.208676,1.563751,71486.0
TSPAN4,False,False,False,0.122385,0.254998,2.083563,12348.0
RP11-1391J7.1,False,False,False,0.008449,0.009086,1.075344,1239.0
CHID1,False,False,False,0.102668,0.121101,1.179533,13994.0
AP2A2,False,False,False,0.084053,0.108714,1.293403,11019.0
MUC6,False,True,True,0.000636,0.002458,3.865369,48.0
MUC5B,False,True,True,0.000341,0.00194,5.692004,17.0
TOLLIP,False,False,False,0.088182,0.094539,1.072086,12467.0
TOLLIP-AS1,False,False,False,0.006738,0.006863,1.01856,1015.0
BRSK2,False,False,False,0.000315,0.000315,0.999692,48.0
MOB2,False,False,False,0.104392,0.105189,1.007632,15062.0
DUSP8,False,False,False,0.014978,0.016537,1.104067,2161.0
KRTAP5-AS1,True,False,True,0.001763,0.001826,1.035418,264.0
KRTAP5-1,False,False,False,3.3e-05,3.3e-05,0.999974,5.0
KRTAP5-2,False,True,True,0.000118,0.000118,0.999889,18.0
FAM99B,True,False,True,2e-05,2e-05,0.999987,3.0
AP006285.6,False,False,False,0.000131,0.000144,1.099876,19.0
IFITM10,False,True,True,0.006889,0.009883,1.434605,884.0
CTSD,False,True,True,0.915279,5.644869,6.167378,63194.0
AC068580.6,False,False,False,9.8e-05,9.8e-05,0.999908,15.0
SYT8,False,True,True,0.000282,0.001147,4.069512,19.0
TNNI2,False,True,True,0.042082,0.055597,1.321166,5499.0
LSP1,False,False,False,1.183758,3.477671,2.937821,85449.0
C11orf89,False,False,False,6.6e-05,6.6e-05,0.999941,10.0
LINC01150,True,False,True,3.3e-05,3.3e-05,0.999974,5.0
TNNT3,False,False,False,0.001527,0.001577,1.032814,229.0
MRPL23,False,False,False,0.311925,0.406124,1.30199,36650.0
MRPL23-AS1,True,False,True,2.6e-05,2.6e-05,0.99998,4.0
AC051649.6,False,False,False,3.3e-05,3.3e-05,0.999974,5.0
IGF2,False,True,True,0.001626,0.017761,10.925865,143.0
TH,False,False,False,4.6e-05,4.6e-05,0.999961,7.0
ASCL2,False,False,False,0.060619,0.073306,1.209285,8168.0
C11orf21,False,False,False,0.057755,0.063347,1.096832,8179.0
TSPAN32,False,False,False,0.084059,0.093394,1.111051,11675.0
CD81,False,False,False,0.958881,3.085273,3.217575,64908.0
TSSC4,False,False,False,0.136623,0.136482,0.998969,19500.0
KCNQ1,False,False,False,0.025728,0.029196,1.134789,3639.0
KCNQ1OT1,True,True,True,0.061058,0.117989,1.932406,7165.0
KCNQ1-AS1,True,False,True,2e-05,2e-05,0.999987,3.0
CDKN1C,False,True,True,0.072431,0.386867,5.341179,5346.0
SLC22A18AS,True,False,True,0.009858,0.010745,1.089883,1432.0
SLC22A18,False,False,False,0.059669,0.067304,1.127969,8338.0
PHLDA2,False,True,True,0.031201,0.057666,1.848223,3570.0
NAP1L4,False,False,False,0.330646,0.42072,1.272419,38855.0
AC131971.1,False,False,False,0.0004,0.0004,0.999607,61.0
CARS,False,False,False,0.065135,0.067841,1.041543,9436.0
CARS-AS1,False,True,True,5.9e-05,5.9e-05,0.999948,9.0
OSBPL5,False,True,True,0.042895,0.049223,1.147516,5980.0
ZNF195,False,False,False,0.042738,0.044477,1.040705,6262.0
RP13-726E6.1,False,False,False,2e-05,2e-05,0.999987,3.0
ART1,False,False,False,2e-05,2e-05,0.999987,3.0
CHRNA10,False,False,False,0.002268,0.002302,1.01508,343.0
NUP98,False,False,False,0.078442,0.08359,1.065628,11173.0
PGAP2,False,False,False,0.018812,0.019219,1.021612,2813.0
RHOG,False,False,False,0.588638,1.008122,1.712636,56541.0
AC090587.5,False,False,False,0.002222,0.002322,1.044982,331.0
STIM1,False,False,False,0.08185,0.086531,1.057181,11681.0
RRM1,False,False,False,0.038896,0.040884,1.0511,5680.0
RRM1-AS1,True,False,True,0.000111,0.000111,0.999895,17.0
RP11-23F23.2,False,False,False,0.000105,0.000105,0.999902,16.0
TRIM21,False,False,False,0.031935,0.032764,1.025953,4736.0
OR52K2,False,True,True,0.000184,0.000197,1.071252,27.0
TRIM68,False,False,False,0.009557,0.009728,1.017885,1439.0
OR51E1,False,False,False,5.2e-05,5.2e-05,0.999954,8.0
OR51E2,False,False,False,2.6e-05,2.6e-05,0.99998,4.0
HBB,False,True,True,0.277512,54.54652,196.555318,17475.0
HBD,False,True,True,0.008528,0.042344,4.965371,808.0
HBG1,False,True,True,0.000262,0.000485,1.84975,31.0
HBG2,False,True,True,0.001036,0.015364,14.834505,77.0
OR51I1,False,False,False,2.6e-05,2.6e-05,0.99998,4.0
UBQLN3,False,False,False,2e-05,2e-05,0.999987,3.0
UBQLNL,False,True,True,0.000459,0.000472,1.028119,69.0
OR52H1,False,False,False,0.000184,0.000184,0.999823,28.0
AC015691.13,False,False,False,0.000649,0.000662,1.01956,98.0
TRIM6,False,False,False,0.000773,0.000904,1.168726,110.0
TRIM34,False,False,False,0.000236,0.000236,0.999771,36.0
TRIM5,False,False,False,0.049968,0.054236,1.085419,7145.0
TRIM22,False,False,False,0.371371,0.470192,1.266098,43209.0
OR56B1,False,False,False,0.00021,0.00021,0.999797,32.0
OR52N4,False,False,False,0.000243,0.000242,0.999764,37.0
OR52N5,False,False,False,2e-05,2e-05,0.999987,3.0
RP11-290F24.6,False,False,False,0.001626,0.001623,0.998381,248.0
FAM160A2,False,False,False,0.056404,0.058611,1.039128,8217.0
PRKCDBP,False,False,False,0.004352,0.008398,1.929395,503.0
SMPD1,False,False,False,0.058535,0.060143,1.027474,8564.0
APBB1,False,False,False,0.031398,0.032601,1.038338,4628.0
HPX,False,True,True,0.001652,0.002357,1.426929,222.0
TRIM3,False,False,False,0.008888,0.008914,1.002918,1348.0
ARFIP2,False,False,False,0.053166,0.054758,1.029937,7808.0
TIMM10B,False,False,False,0.0887,0.091963,1.036787,12749.0
TIMM10B.1,False,False,False,7.9e-05,0.000105,1.333263,10.0
DNHD1,False,False,False,0.010101,0.010445,1.034033,1508.0
RRP8,False,False,False,0.057257,0.060363,1.054256,8270.0
RP11-732A19.8,False,False,False,5.2e-05,5.2e-05,0.999954,8.0
ILK,False,False,False,0.173238,0.212906,1.22898,22940.0
TAF10,False,False,False,0.302519,0.382452,1.264225,36039.0
TPP1,False,False,False,0.329394,0.716261,2.174481,32284.0
RP11-732A19.9,False,False,False,0.000931,0.001022,1.097668,135.0
DCHS1,False,False,False,0.005847,0.008723,1.491921,728.0
MRPL17,False,False,False,0.082919,0.089993,1.08531,11740.0
ZNF215,False,False,False,0.001416,0.001899,1.341186,186.0
ZNF214,False,False,False,9.2e-05,0.000105,1.142773,13.0
NLRP14,False,False,False,2e-05,2e-05,0.999987,3.0
RBMXL2,False,False,False,2.6e-05,2.6e-05,0.99998,4.0
CTD-2516F10.2,False,False,False,0.002098,0.002185,1.041659,313.0
OLFML1,False,False,False,0.000308,0.000308,0.999698,47.0
PPFIBP2,False,False,False,0.015135,0.016571,1.094876,2190.0
CTD-2516F10.4,False,False,False,2e-05,2e-05,0.999987,3.0
CYB5R2,False,False,False,0.001186,0.001198,1.00987,180.0
EIF3F,False,False,False,1.122739,1.790864,1.595085,91495.0
TUB,False,False,False,9.2e-05,9.2e-05,0.999915,14.0
RIC3,False,False,False,0.028009,0.033727,1.204154,3831.0
LMO1,False,False,False,5.9e-05,5.9e-05,0.999948,9.0
STK33,False,False,False,0.000937,0.001094,1.166902,133.0
TRIM66,False,False,False,0.018347,0.019466,1.060974,2691.0
RPL27A,False,True,True,10.253679,96.765869,9.437185,144703.0
ST5,False,False,False,0.003533,0.004084,1.156029,503.0
RP11-152H18.3,False,False,False,5.9e-05,5.9e-05,0.999948,9.0
RP11-318C2.1,False,False,False,2e-05,2e-05,0.999987,3.0
AKIP1,False,False,False,0.045065,0.047242,1.048324,6573.0
TMEM9B,False,False,False,0.240117,0.259744,1.08174,31538.0
TMEM9B-AS1,True,False,True,0.002596,0.002655,1.022664,391.0
NRIP3,False,False,False,0.003087,0.003615,1.171018,438.0
SCUBE2,False,False,False,0.001009,0.001061,1.050945,150.0
DENND5A,False,True,True,0.043255,0.050076,1.157692,6018.0
TMEM41B,False,False,False,0.056686,0.059609,1.051554,8206.0
IPO7,False,False,False,0.090594,0.102865,1.135446,12463.0
CTD-2371O3.2,False,False,False,0.010206,0.010312,1.010353,1542.0
AC132192.1,False,False,False,0.002379,0.0024,1.008646,361.0
ZNF143,False,False,False,0.060908,0.067096,1.101605,8608.0
WEE1,False,False,False,0.020825,0.024403,1.171818,2934.0
SWAP70,False,False,False,0.075767,0.105515,1.392621,9549.0
RP11-540A21.2,False,False,False,0.001632,0.001734,1.062632,241.0
SBF2-AS1,True,False,True,0.006496,0.006663,1.025801,975.0
SBF2,False,False,False,0.082598,0.098416,1.191515,11195.0
RP11-1H15.2,False,False,False,0.000164,0.000164,0.999843,25.0
RP11-351I24.1,False,False,False,0.000288,0.000288,0.999718,44.0
ADM,False,True,True,0.114218,0.834048,7.302243,6950.0
AMPD3,False,False,False,0.017764,0.018549,1.044236,2632.0
MTRNR2L8,False,True,True,0.176515,0.339305,1.922238,18700.0
RNF141,False,True,True,0.07424,0.089809,1.209716,10023.0
MRVI1-AS1,False,True,True,0.001318,0.001394,1.058391,195.0
LYVE1,False,True,True,0.166585,1.456629,8.744073,6635.0
MRVI1,False,True,True,0.009596,0.011051,1.151613,1363.0
CTR9,False,False,False,0.105284,0.118846,1.128816,14417.0
EIF4G2,False,False,False,0.582824,0.811123,1.391712,60305.0
RP11-685M7.3,False,False,False,0.000151,0.000151,0.999856,23.0
ZBED5,False,False,False,0.064067,0.068117,1.063216,9187.0
ZBED5-AS1,True,False,True,0.028035,0.029321,1.045855,4125.0
CTD-2003C8.2,False,False,False,6.6e-05,6.6e-05,0.999941,10.0
RP11-179A10.1,False,False,False,3.9e-05,3.9e-05,0.999967,6.0
GALNT18,False,False,False,0.001717,0.002763,1.60898,214.0
CSNK2A3,False,False,False,0.001134,0.001133,0.998873,173.0
RP11-567I13.1,False,False,False,0.000144,0.000144,0.999862,22.0
RP11-483L5.1,False,False,False,0.00057,0.000635,1.11438,82.0
USP47,False,False,False,0.155618,0.178545,1.147325,20605.0
DKK3,False,True,True,0.019606,0.023298,1.188359,2735.0
RP13-631K18.2,False,False,False,0.000256,0.000256,0.999751,39.0
RP13-631K18.3,False,True,True,2e-05,2e-05,0.999987,3.0
MICAL2,False,True,True,0.044239,0.050292,1.136833,6245.0
RP11-265D17.2,False,False,False,7.2e-05,7.2e-05,0.999934,11.0
MICALCL,False,False,False,0.003382,0.003502,1.035384,507.0
PARVA,False,False,False,0.002281,0.0028,1.227612,317.0
TEAD1,False,False,False,0.00217,0.003463,1.596028,265.0
LINC00958,True,True,True,0.000741,0.000753,1.016965,112.0
ARNTL,False,False,False,0.0723,0.078085,1.080019,10252.0
BTBD10,False,False,False,0.045038,0.046497,1.032395,6617.0
FAR1,False,False,False,0.084977,0.096661,1.137493,11736.0
RP11-231N3.1,False,False,False,3.9e-05,3.9e-05,0.999967,6.0
RRAS2,False,False,False,0.06564,0.071741,1.092945,9282.0
COPB1,False,False,False,0.175912,0.197433,1.12234,23369.0
PSMA1,False,False,False,0.47712,0.595956,1.249069,53420.0
PDE3B,False,True,True,0.072765,0.090531,1.244151,9656.0
CYP2R1,False,False,False,0.031719,0.032535,1.025738,4707.0
CALCB,False,False,False,0.000662,0.000662,0.999345,101.0
CALCA,False,True,True,0.000216,0.000413,1.908887,24.0
INSC,False,True,True,0.000197,0.000197,0.99981,30.0
RP11-531H8.2,False,True,True,7.9e-05,7.9e-05,0.999928,12.0
SOX6,False,True,True,0.001304,0.002915,2.234891,155.0
C11orf58,False,False,False,0.615414,0.738169,1.199467,65709.0
PLEKHA7,False,False,False,0.005054,0.005631,1.114279,737.0
RPS13,False,False,False,9.818536,73.571654,7.493139,148412.0
PIK3C2A,False,False,False,0.086825,0.108693,1.251851,11510.0
NUCB2,False,False,False,0.342917,0.730957,2.131589,35385.0
NCR3LG1,False,False,False,0.005427,0.005739,1.057381,805.0
RP1-239B22.5,False,False,False,0.004189,0.004446,1.061546,621.0
KCNJ11,False,False,False,0.000406,0.000419,1.031858,61.0
ABCC8,False,False,False,5.2e-05,6.6e-05,1.249956,7.0
USH1C,False,False,False,0.000387,0.000714,1.847083,46.0
OTOG,False,False,False,7.2e-05,7.2e-05,0.999934,11.0
SERGEF,False,False,False,0.050525,0.051027,1.009939,7481.0
TPH1,False,False,False,0.002465,0.002695,1.093287,358.0
SAAL1,False,False,False,0.030303,0.030919,1.02032,4506.0
RP11-113D6.10,False,False,False,8.5e-05,8.5e-05,0.999921,13.0
SAA4,False,True,True,0.001232,0.001716,1.392394,168.0
SAA2,False,False,False,0.001055,0.001487,1.408892,143.0
SAA1,False,True,True,0.002884,0.006035,2.092584,332.0
HPS5,False,False,False,0.059112,0.076095,1.287315,7858.0
GTF2H1,False,False,False,0.06056,0.064221,1.060456,8713.0
LDHA,False,False,False,0.717447,1.50967,2.104225,66257.0
LDHC,False,False,False,0.00196,0.001969,1.004736,298.0
LDHAL6A,False,False,False,0.000511,0.000511,0.999495,78.0
TSG101,False,False,False,0.159761,0.166331,1.041124,22148.0
UEVLD,False,False,False,0.026396,0.028125,1.06549,3854.0
SPTY2D1,False,True,True,0.108817,0.142939,1.313576,14498.0
TMEM86A,False,False,False,0.006706,0.007028,1.048042,995.0
IGSF22,False,False,False,0.009439,0.009835,1.041957,1404.0
RP11-1081L13.4,False,False,False,0.000111,0.000111,0.999895,17.0
MRGPRX2,False,False,False,5.2e-05,5.2e-05,0.999954,8.0
ZDHHC13,False,False,False,0.026173,0.026747,1.021917,3899.0
RP11-428C19.4,False,True,True,3.9e-05,3.9e-05,0.999967,6.0
E2F8,False,True,True,0.000177,0.00019,1.073904,26.0
RP11-428C19.5,False,False,False,7.2e-05,7.2e-05,0.999934,11.0
NAV2,False,False,False,0.001173,0.001578,1.345204,159.0
RP11-359E10.1,False,False,False,0.000131,0.000131,0.999875,20.0
NAV2-AS3,True,False,True,0.000111,0.000111,0.999895,17.0
NAV2-AS2,True,False,True,7.2e-05,7.2e-05,0.999934,11.0
HTATIP2,False,False,False,0.138655,0.149058,1.075034,19134.0
PRMT3,False,False,False,0.018262,0.018636,1.02051,2735.0
NELL1,False,True,True,4.6e-05,8.5e-05,1.857109,4.0
ANO5,False,False,False,0.001075,0.001153,1.072103,159.0
CTD-3064C13.1,False,False,False,3.9e-05,3.9e-05,0.999967,6.0
FANCF,False,False,False,0.03674,0.037383,1.017504,5456.0
AC103801.2,False,False,False,3.3e-05,3.3e-05,0.999974,5.0
GAS2,False,True,True,0.000406,0.001258,3.096388,43.0
SVIP,False,False,False,0.196068,0.236364,1.205517,24880.0
RP11-17A1.3,False,False,False,0.001495,0.001584,1.059916,222.0
RP11-266A24.1,False,False,False,6.6e-05,6.6e-05,0.999941,10.0
LUZP2,False,True,True,2.6e-05,2.6e-05,0.99998,4.0
CTD-2507G9.1,False,False,False,7.2e-05,7.2e-05,0.999934,11.0
FIBIN,False,False,False,0.000596,0.001212,2.032384,63.0
BBOX1,False,False,False,0.00017,0.00021,1.230607,23.0
RP11-1L12.3,False,False,False,5.2e-05,5.2e-05,0.999954,8.0
CCDC34,False,False,False,0.019317,0.022943,1.187681,2669.0
LGR4,False,False,False,0.001848,0.00292,1.579722,258.0
RP11-159H22.2,False,False,False,4.6e-05,4.6e-05,0.999961,7.0
LIN7C,False,False,False,0.058751,0.061265,1.042784,8524.0
BDNF-AS,True,False,True,0.001363,0.001466,1.075567,201.0
LINC00678,True,False,True,2e-05,2e-05,0.999987,3.0
BDNF,False,False,False,2.6e-05,2.6e-05,0.99998,4.0
KIF18A,False,False,False,0.002694,0.00287,1.065439,397.0
METTL15,False,False,False,0.060921,0.07226,1.186128,8370.0
RP11-22P4.1,False,True,True,0.000275,0.000301,1.09497,40.0
RP11-22P4.2,False,False,False,5.2e-05,5.2e-05,0.999954,8.0
RP11-115J23.1,False,False,False,2e-05,2e-05,0.999987,3.0
RP11-624D11.2,False,False,False,2.6e-05,2.6e-05,0.99998,4.0
ARL14EP,False,False,False,0.161505,0.18579,1.150366,21350.0
MPPED2,False,False,False,0.006797,0.008206,1.20729,947.0
RP5-1024C24.1,False,False,False,5.2e-05,7.9e-05,1.499957,6.0
DCDC1,False,False,False,0.000131,0.00017,1.299877,17.0
DNAJC24,False,False,False,0.043334,0.045966,1.060742,6280.0
IMMP1L,False,False,False,0.062212,0.064058,1.029671,9072.0
ELP4,False,False,False,0.026114,0.026613,1.019073,3896.0
Z83001.1,False,False,False,0.000223,0.000223,0.999784,34.0
PAX6,False,False,False,0.000249,0.000249,0.999757,38.0
RCN1,False,False,False,0.053802,0.062431,1.160387,7555.0
RP1-17K7.2,False,False,False,7.9e-05,7.9e-05,0.999928,12.0
RP1-65P5.5,False,False,False,4.6e-05,4.6e-05,0.999961,7.0
WT1,False,False,False,0.000269,0.000505,1.877792,30.0
WT1-AS,True,False,True,0.000262,0.000275,1.049745,39.0
EIF3M,False,False,False,0.567407,0.793879,1.399136,58782.0
CCDC73,False,False,False,0.000295,0.000308,1.044156,44.0
PRRG4,False,True,True,0.026567,0.0353,1.328734,3481.0
QSER1,False,False,False,0.031588,0.034851,1.103302,4513.0
DEPDC7,False,False,False,0.000675,0.000688,1.018749,102.0
TCP11L1,False,False,False,0.017075,0.017623,1.032068,2545.0
CSTF3,False,False,False,0.059479,0.06188,1.040374,8648.0
CSTF3-AS1,False,False,False,0.000655,0.000655,0.999351,100.0
HIPK3,False,False,False,0.151096,0.200095,1.324294,19065.0
KIAA1549L,False,True,True,4.6e-05,5.9e-05,1.285677,6.0
RP4-541C22.5,False,False,False,5.2e-05,5.2e-05,0.999954,8.0
C11orf91,False,False,False,2e-05,2e-05,0.999987,3.0
CD59,False,True,True,0.136649,0.360298,2.636669,13221.0
FBXO3,False,False,False,0.077819,0.081399,1.046009,11183.0
RP11-646J21.5,False,True,True,2e-05,2e-05,0.999987,3.0
RP11-646J21.6,False,False,False,2e-05,2e-05,0.999987,3.0
LMO2,False,False,False,0.068177,0.109833,1.610999,7905.0
CAPRIN1,False,False,False,0.133063,0.148827,1.118471,18047.0
NAT10,False,False,False,0.030945,0.032308,1.044046,4556.0
ABTB2,False,False,False,0.00177,0.002055,1.161201,249.0
CAT,False,False,False,0.222117,0.318419,1.433561,26035.0
ELF5,False,False,False,0.000426,0.000505,1.184197,60.0
EHF,False,False,False,0.002255,0.005711,2.532645,218.0
APIP,False,False,False,0.083076,0.090137,1.084992,11700.0
PDHX,False,False,False,0.035606,0.036488,1.024784,5273.0
RP4-607I7.1,False,False,False,0.000203,0.000203,0.999803,31.0
CD44,False,False,False,0.810985,1.820839,2.24522,68718.0
RP1-68D18.4,False,False,False,9.8e-05,9.8e-05,0.999908,15.0
SLC1A2,False,True,True,0.000282,0.000334,1.185772,40.0
RP1-68D18.3,False,False,False,3.9e-05,5.2e-05,1.333303,5.0
PAMR1,False,True,True,2e-05,2e-05,0.999987,3.0
FJX1,False,False,False,0.000754,0.001042,1.381864,100.0
TRIM44,False,False,False,0.150276,0.175912,1.17059,19782.0
LDLRAD3,False,False,False,0.011917,0.013767,1.155308,1686.0
LINC00610,False,False,False,0.000905,0.000917,1.013595,137.0
COMMD9,False,False,False,0.112828,0.129216,1.14524,15265.0
PRR5L,False,False,False,0.040483,0.045215,1.116908,5753.0
RP11-219O3.2,False,False,False,5.9e-05,5.9e-05,0.999948,9.0
TRAF6,False,False,False,0.02831,0.029371,1.037452,4183.0
RAG1,False,False,False,0.001363,0.001532,1.123644,198.0
RAG2,False,True,True,5.2e-05,7.9e-05,1.499957,6.0
C11orf74,False,False,False,0.021244,0.022746,1.07071,3103.0
LRRC4C,False,True,True,8.5e-05,0.000216,2.538393,7.0
API5,False,False,False,0.090044,0.094273,1.046965,12867.0
RP11-484D2.2,False,True,True,5.2e-05,5.2e-05,0.999954,8.0
TTC17,False,False,False,0.137639,0.151587,1.101344,18788.0
HSD17B12,False,False,False,0.099129,0.118774,1.198175,13301.0
RP11-613D13.5,False,False,False,0.000236,0.000236,0.999771,36.0
ALKBH3,False,False,False,0.045536,0.046426,1.019534,6729.0
ALKBH3-AS1,True,False,True,0.000334,0.000334,0.999672,51.0
C11orf96,False,True,True,0.040922,0.393618,9.61876,1879.0
RP11-613D13.8,False,False,False,3.9e-05,3.9e-05,0.999967,6.0
ACCS,False,False,False,0.019042,0.019899,1.044993,2814.0
EXT2,False,False,False,0.034544,0.035095,1.015937,5139.0
CD82,False,True,True,0.055139,0.074032,1.342635,7167.0
RP11-45A12.1,False,False,False,2e-05,2e-05,0.999987,3.0
TSPAN18,False,False,False,0.006614,0.009861,1.490918,841.0
TP53I11,False,True,True,0.03008,0.038313,1.273698,4110.0
PRDM11,False,False,False,0.00369,0.003729,1.010526,559.0
SYT13,False,False,False,9.8e-05,0.000111,1.133242,14.0
RP11-430H10.1,False,False,False,0.001894,0.002048,1.081158,278.0
CHST1,False,False,False,0.00017,0.000184,1.07676,25.0
CTD-2210P24.4,False,False,False,0.002615,0.002661,1.017441,395.0
SLC35C1,False,False,False,0.020582,0.020919,1.016367,3084.0
CRY2,False,False,False,0.020818,0.021473,1.031456,3098.0
MAPK8IP1,False,False,False,0.001239,0.001237,0.998768,189.0
RP11-618K13.2,False,False,False,7.2e-05,7.2e-05,0.999934,11.0
PEX16,False,False,False,0.111799,0.114194,1.021416,15979.0
GYLTL1B,False,False,False,0.001331,0.001368,1.028233,200.0
PHF21A,False,True,True,0.066414,0.073605,1.108288,9344.0
