donor,condition,cell_type,gene,n_cells,n_detected,detection_rate,mean_count
H37,Obese,Hepatocytes,NEAT1,6,5,0.8333333333333334,3.1666666666666665
H37,Obese,Hepatocytes,MALAT1,6,5,0.8333333333333334,13.333333333333334
H37,Obese,Hepatocytes,IDI2-AS1,6,0,0.0,0.0
H37,Obese,Hepatocytes,MIAT,6,0,0.0,0.0
H37,Obese,Hepatocytes,HULC,6,0,0.0,0.0
H37,Obese,Hepatocytes,LINC00261,6,0,0.0,0.0
H38,Lean,Endothelial cells,KCNQ1OT1,2,0,0.0,0.0
H38,Lean,Endothelial cells,MEG3,2,1,0.5,0.5
H38,Lean,Endothelial cells,ZFAS1,2,0,0.0,0.0
H38,Lean,Endothelial cells,LINC00996,2,0,0.0,0.0
H38,Lean,Endothelial cells,NEAT1,2,2,1.0,34.0
H38,Lean,Endothelial cells,MALAT1,2,2,1.0,59.0
H38,Lean,Endothelial cells,IDI2-AS1,2,0,0.0,0.0
H38,Lean,Endothelial cells,MIAT,2,0,0.0,0.0
H38,Lean,Endothelial cells,HULC,2,0,0.0,0.0
H38,Lean,Endothelial cells,LINC00261,2,1,0.5,1.0
H38,Lean,Fibroblasts,KCNQ1OT1,2,0,0.0,0.0
H38,Lean,Fibroblasts,MEG3,2,0,0.0,0.0
H38,Lean,Fibroblasts,ZFAS1,2,0,0.0,0.0
H38,Lean,Fibroblasts,LINC00996,2,0,0.0,0.0
H38,Lean,Fibroblasts,NEAT1,2,2,1.0,8.0
H38,Lean,Fibroblasts,MALAT1,2,2,1.0,44.5
H38,Lean,Fibroblasts,IDI2-AS1,2,0,0.0,0.0
H38,Lean,Fibroblasts,MIAT,2,0,0.0,0.0
H38,Lean,Fibroblasts,HULC,2,0,0.0,0.0
H38,Lean,Fibroblasts,LINC00261,2,0,0.0,0.0
H38,Lean,Hepatocytes,KCNQ1OT1,13,2,0.15384615384615385,0.3076923076923077
H38,Lean,Hepatocytes,MEG3,13,1,0.07692307692307693,0.07692307692307693
H38,Lean,Hepatocytes,ZFAS1,13,0,0.0,0.0
H38,Lean,Hepatocytes,LINC00996,13,0,0.0,0.0
H38,Lean,Hepatocytes,NEAT1,13,13,1.0,21.23076923076923
H38,Lean,Hepatocytes,MALAT1,13,12,0.9230769230769231,60.07692307692308
H38,Lean,Hepatocytes,IDI2-AS1,13,1,0.07692307692307693,0.07692307692307693
H38,Lean,Hepatocytes,MIAT,13,0,0.0,0.0
H38,Lean,Hepatocytes,HULC,13,0,0.0,0.0
H38,Lean,Hepatocytes,LINC00261,13,4,0.3076923076923077,0.6153846153846154
H38,Lean,Macrophages,KCNQ1OT1,1,0,0.0,0.0
H38,Lean,Macrophages,MEG3,1,0,0.0,0.0
H38,Lean,Macrophages,ZFAS1,1,0,0.0,0.0
H38,Lean,Macrophages,LINC00996,1,0,0.0,0.0
H38,Lean,Macrophages,NEAT1,1,1,1.0,5.0
H38,Lean,Macrophages,MALAT1,1,1,1.0,8.0
H38,Lean,Macrophages,IDI2-AS1,1,0,0.0,0.0
H38,Lean,Macrophages,MIAT,1,0,0.0,0.0
H38,Lean,Macrophages,HULC,1,0,0.0,0.0
H38,Lean,Macrophages,LINC00261,1,0,0.0,0.0
